structure,pol,delta_nm,sphere,peak,lambda_nm,hv_eV,Pabs_peak_eVps,Ne_eps0.5_tau100fs,Ne_eps0.5_tau500fs,Ne_eps0.5_tau1000fs,Ne_eps0.5_max_over_tau,Ne_eps1.0_tau100fs,Ne_eps1.0_tau500fs,Ne_eps1.0_tau1000fs,Ne_eps1.0_max_over_tau,Ne_eps2.0_tau100fs,Ne_eps2.0_tau500fs,Ne_eps2.0_tau1000fs,Ne_eps2.0_max_over_tau
2,Ey(kx),1.4444444444444444,2,1,354.1298931531188,3.5035175879396974,5343.653079858986,0.8227470890446482,0.844571342675358,0.8455697004760082,0.8457123069260774,0.7589881224571944,0.7909250948469133,0.7924544495824541,0.7927039452188525,0.35307613705396546,0.3209092671233996,0.3210074292090712,0.39766642363812094
2,Ey(kx),1.4444444444444444,2,2,329.63866689766934,3.763819095477387,508.4280885331855,0.7728680737692997,0.9657890344641568,0.9855534407601827,0.9895914713363249,0.42411111558911785,0.06447544223927272,0.02402410951221696,0.5175374288556231,0.3078388871534719,0.04704998324780065,0.017362309331300202,0.37486184234824194
2,Ey(kx),1.7555555555555555,1,1,351.30814101644046,3.5316582914572865,5410.1324700242985,0.8803716953106725,0.8994385211232074,0.9006010611150705,0.9009370804251728,0.7077840839971958,0.6681658298103652,0.6671942954826632,0.7155422744437152,0.5407132305134259,0.5286928208594005,0.5295058941226229,0.5407132305134259
2,Ey(kx),1.7555555555555555,1,2,329.0236693848006,3.770854271356784,378.2106971558902,0.7424402260794759,0.8100381190212955,0.824297330976786,0.828390455911787,0.48212917645417164,0.4989260389878976,0.5298120683845696,0.539506302492049,0.3134469688422241,0.3409601741640271,0.3639403205725696,0.36971469898067283
2,Ey(kx),1.7555555555555555,2,1,351.30814101644046,3.5316582914572865,5410.132470024298,0.8803716953106724,0.8994385211232075,0.9006010611150707,0.9009370804251727,0.7077840839971957,0.6681658298103652,0.6671942954826632,0.7155422744437152,0.5407132305134258,0.5286928208594003,0.5295058941226227,0.5407132305134258
2,Ey(kx),1.7555555555555555,2,2,329.0236693848006,3.770854271356784,378.21069715589016,0.7424402260794761,0.8100381190212944,0.8242973309767854,0.8283904559117862,0.4821291764541715,0.4989260389878961,0.5298120683845683,0.5395063024920472,0.313446968842224,0.34096017416402546,0.36394032057256787,0.3697146989806709
2,Ey(kx),2.066666666666667,1,1,349.22116196089723,3.552763819095478,5417.989990176452,0.9171301513160066,0.9891920909949808,0.9928375034848673,0.9935447713673741,0.89233701159323,0.9859562350734777,0.9906933026436041,0.9916123426457348,0.7500067512521598,0.9593097107855068,0.9724350249509041,0.974940616904252
2,Ey(kx),2.066666666666667,1,2,328.410962365462,3.777889447236181,300.82102661337706,0.7641610522115748,0.7984959328165087,0.8013908808311425,0.8021103423462641,0.5591800717438895,0.5912270656622955,0.5958870742951674,0.5971255076102868,0.2928372874179415,0.28808934421182364,0.29364726720037654,0.32168683193649494
2,Ey(kx),2.066666666666667,2,1,349.22116196089723,3.552763819095478,5417.989990176449,0.9171301513160066,0.989192090994981,0.9928375034848673,0.9935447713673741,0.89233701159323,0.9859562350734778,0.9906933026436041,0.9916123426457348,0.7500067512521597,0.9593097107855069,0.9724350249509041,0.974940616904252
2,Ey(kx),2.066666666666667,2,2,328.410962365462,3.777889447236181,300.82102661337694,0.7641610522115747,0.7984959328165085,0.8013908808311423,0.8021103423462638,0.5591800717438893,0.5912270656622953,0.595887074295167,0.5971255076102865,0.29283728741794124,0.28808934421182314,0.2936472672003759,0.3216868319364948
